n,k,comparisons
5300,2650,16913
5300,2650,16913
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,2650,16735
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16766
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,3975,16749
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16760
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5300,5300,16753
5400,1,17323
5400,1,17323
5400,1,17323
5400,1,17323
5400,1,17323
5400,1,17323
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1,16984
5400,1350,16960
5400,1350,16960
5400,1350,16960
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,1350,17203
5400,2700,17121
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17405
5400,2700,17282
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17073
5400,4050,17207
5400,4050,17207
5400,4050,17207
5400,4050,17207
5400,4050,17207
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,17066
5400,5400,16643
5400,5400,16643
5400,5400,16643
5400,5400,16643
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17292
5500,1,17185
5500,1,17185
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17525
5500,1375,17210
5500,1375,17210
5500,1375,17210
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,17545
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,2750,16827
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17203
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,4125,17592
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17534
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5500,5500,17189
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17660
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1,17394
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,17291
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,1400,18052
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18056
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,2800,18028
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,18007
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,4200,17567
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17428
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5600,5600,17430
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,17956
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1,15586
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,15616
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,1425,13590
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17877
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,2850,17778
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17649
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,4275,17963
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,17927
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5700,5700,18194
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18362
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1,18007
5800,1450,17709
5800,1450,17709
5800,1450,17709
5800,1450,17709
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,17845
5800,1450,18440
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18490
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,2900,18402
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18252
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,4350,18226
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18038
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5800,5800,18444
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,19016
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1,18785
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18980
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,1475,18237
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18407
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,2950,18839
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18833
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
5900,4425,18825
