n,k,comparisons
22200,16650,67280
22200,16650,67280
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,72205
22200,16650,71873
22200,16650,71873
22200,16650,71873
22200,16650,71873
22200,16650,71873
22200,16650,71873
22200,16650,71873
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,72080
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71202
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22200,22200,71498
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,72239
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,71894
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,1,72294
22300,5575,71216
22300,5575,71216
22300,5575,71216
22300,5575,71216
22300,5575,71216
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,71967
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,5575,72230
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,72117
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,69097
22300,11150,71523
22300,11150,71523
22300,11150,71523
22300,11150,71523
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,71347
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72546
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,16725,72471
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,72365
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,71159
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22300,22300,67223
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71859
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71935
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,1,71708
22400,5600,71761
22400,5600,71761
22400,5600,71761
22400,5600,71761
22400,5600,71761
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,70667
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,5600,72995
22400,11200,72410
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,71724
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72261
22400,11200,72344
22400,11200,72344
22400,11200,72344
22400,11200,72344
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70626
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,70981
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,16800,72724
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72557
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72376
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22400,22400,72831
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,72600
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,68555
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,1,69664
22500,5625,69578
22500,5625,69578
22500,5625,69578
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73336
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73754
22500,5625,73059
22500,5625,73059
22500,5625,73059
22500,5625,73059
22500,5625,73059
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,5625,72684
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,72766
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,36804
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,11250,69135
22500,16875,69374
22500,16875,69374
22500,16875,69374
22500,16875,69374
22500,16875,69374
22500,16875,69374
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71790
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71913
22500,16875,71849
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72277
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72951
22500,22500,72173
22500,22500,72173
22500,22500,72173
22500,22500,72173
22500,22500,72173
22500,22500,72173
22500,22500,72173
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,72889
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73653
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,1,73039
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,72257
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,73578
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,5650,72961
22600,11300,73508
22600,11300,73508
22600,11300,73508
22600,11300,73508
22600,11300,73508
22600,11300,73508
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71221
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,11300,71271
22600,16950,71999
22600,16950,71999
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,73485
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72894
22600,16950,72837
22600,16950,72837
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73427
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73203
22600,22600,73533
22600,22600,73533
22600,22600,73533
22600,22600,73533
22600,22600,73533
22600,22600,73533
22600,22600,73533
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,73524
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72024
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,1,72573
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73758
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73497
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,5675,73871
22700,11350,73678
22700,11350,73678
22700,11350,73678
22700,11350,73678
22700,11350,73678
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,71758
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73831
22700,11350,73717
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73273
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73916
22700,17025,73661
22700,17025,73661
22700,17025,73661
22700,17025,73661
22700,17025,73661
22700,17025,73661
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,72994
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73325
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22700,22700,73392
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73529
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73058
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,1,73486
22800,5700,73922
22800,5700,73922
22800,5700,73922
22800,5700,73922
22800,5700,73327
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,69824
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,65143
22800,5700,72759
22800,5700,72759
22800,5700,72759
22800,5700,72759
22800,5700,72759
22800,5700,72759
22800,5700,72759
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,68975
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,73162
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,11400,74173
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,74183
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73825
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,17100,73656
22800,22800,72842
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,71592
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,72587
22800,22800,73246
22800,22800,73246
22800,22800,73246
22800,22800,73246
22800,22800,73246
22900,1,74209
22900,1,74209
22900,1,74209
22900,1,74209
22900,1,74209
22900,1,74209
22900,1,74209
