group,n,comparisons,swaps,time
5,21100,207061,66693,1582
5,21100,207061,66693,1627
5,21100,207061,66693,1686
5,21100,207061,66693,1570
5,21100,207061,66693,1780
5,21100,207061,66693,1605
5,21100,207061,66693,1616
5,21100,207061,66693,1600
5,21100,202642,65622,1550
5,21100,202642,65622,1608
5,21100,202642,65622,1600
5,21100,202642,65622,1551
5,21100,202642,65622,1572
5,21100,202642,65622,1572
5,21100,202642,65622,1618
5,21100,202642,65622,1455
5,21100,202642,65622,1494
5,21100,202642,65622,1647
5,21100,202642,65622,1450
5,21100,202642,65622,1529
5,21100,202642,65622,1502
5,21100,202642,65622,1644
5,21100,202642,65622,1666
5,21100,202642,65622,1633
5,21100,202642,65622,1581
5,21100,202642,65622,1630
5,21100,202642,65622,1609
5,21100,202642,65622,1554
5,21100,202642,65622,1668
5,21100,202642,65622,1665
5,21100,202642,65622,1511
5,21100,202642,65622,1510
5,21100,202642,65622,1469
5,21100,202642,65622,1684
5,21100,202642,65622,1552
5,21100,202642,65622,1608
5,21100,202642,65622,1508
5,21100,202642,65622,1544
5,21100,202642,65622,1459
5,21100,202642,65622,1566
5,21100,202642,65622,1671
5,21100,202642,65622,1663
5,21100,202642,65622,1562
5,22100,214715,69375,1585
5,22100,214715,69375,1680
5,22100,214715,69375,1644
5,22100,214715,69375,1580
5,22100,214715,69375,1561
5,22100,214715,69375,1645
5,22100,214715,69375,1588
5,22100,214715,69375,1596
5,22100,214715,69375,1631
5,22100,214715,69375,1680
5,22100,214715,69375,1620
5,22100,214715,69375,1625
5,22100,214715,69375,1656
5,22100,214715,69375,1686
5,22100,214715,69375,1566
5,22100,214715,69375,1835
5,22100,214715,69375,1685
5,22100,214715,69375,1569
5,22100,214715,69375,1611
5,22100,214715,69375,1646
5,22100,214715,69375,1695
5,22100,214715,69375,2026
5,22100,214715,69375,1647
5,22100,214715,69375,1664
5,22100,214715,69375,1629
5,22100,214715,69375,1662
5,22100,214715,69375,1742
5,22100,214715,69375,1566
5,22100,214715,69375,1628
5,22100,214715,69375,1749
5,22100,219071,70819,1595
5,22100,219071,70819,1701
5,22100,219071,70819,1644
5,22100,219071,70819,1764
5,22100,219071,70819,1700
5,22100,219071,70819,1692
5,22100,219071,70819,1664
5,22100,219071,70819,1727
5,22100,219071,70819,1756
5,22100,219071,70819,1726
5,22100,219071,70819,1674
5,22100,219071,70819,1729
5,22100,219071,70819,1732
5,22100,219071,70819,1853
5,22100,219071,70819,1824
5,22100,219071,70819,1730
5,22100,219071,70819,1695
5,22100,219071,70819,1749
5,22100,219071,70819,1680
5,22100,219071,70819,1783
5,23100,228198,73765,1779
5,23100,228198,73765,1937
5,23100,228198,73765,1751
5,23100,228198,73765,1691
5,23100,228198,73765,1668
5,23100,228198,73765,1661
5,23100,228198,73765,1784
5,23100,228198,73765,1817
5,23100,228198,73765,1818
5,23100,228198,73765,1900
5,23100,228198,73765,1695
5,23100,228198,73765,1708
5,23100,228198,73765,1854
5,23100,228198,73765,1781
5,23100,228198,73765,1777
5,23100,228198,73765,1666
5,23100,228198,73765,1683
5,23100,228198,73765,1749
5,23100,228198,73765,1938
5,23100,228198,73765,1722
5,23100,228198,73765,1770
5,23100,228198,73765,1758
5,23100,228198,73765,1903
5,23100,228198,73765,1720
5,23100,228198,73765,1721
5,23100,228198,73765,2010
5,23100,228198,73765,1945
5,23100,228198,73765,1609
5,23100,228198,73765,1695
5,23100,228198,73765,1691
5,23100,228198,73765,1685
5,23100,228198,73765,1722
5,23100,228198,73765,1642
5,23100,228198,73765,1631
5,23100,228198,73765,1763
5,23100,228198,73765,1813
5,23100,228198,73765,1707
5,23100,228198,73765,1648
5,23100,228198,73765,1802
5,23100,228198,73765,1666
5,23100,228198,73765,1765
5,23100,228198,73765,1877
5,23100,228198,73765,1739
5,23100,228198,73765,1568
5,23100,228198,73765,1631
5,23100,228198,73765,1789
5,23100,228198,73765,1623
5,23100,234524,75689,1686
5,23100,234524,75689,1667
5,23100,234524,75689,1893
5,24100,239607,77073,1781
5,24100,239607,77073,1670
5,24100,239607,77073,1723
5,24100,239607,77073,1862
5,24100,239607,77073,1660
5,24100,239607,77073,1661
5,24100,239607,77073,1756
5,24100,239607,77073,1859
5,24100,239607,77073,1827
5,24100,239607,77073,1791
5,24100,239607,77073,1859
5,24100,239607,77073,2053
5,24100,239607,77073,1785
5,24100,239607,77073,1846
5,24100,239607,77073,1730
5,24100,239607,77073,1895
5,24100,239607,77073,1778
5,24100,239607,77073,1763
5,24100,239607,77073,1757
5,24100,239607,77073,1689
5,24100,239607,77073,1725
5,24100,239607,77073,1718
5,24100,239607,77073,1813
5,24100,239607,77073,1832
5,24100,239607,77073,1702
5,24100,239607,77073,1917
5,24100,239607,77073,1904
5,24100,239607,77073,1792
5,24100,239607,77073,1897
5,24100,239607,77073,1774
5,24100,239607,77073,1738
5,24100,239607,77073,1699
5,24100,239607,77073,1973
5,24100,239607,77073,1756
5,24100,239607,77073,1697
5,24100,239607,77073,1745
5,24100,239607,77073,1706
5,24100,239607,77073,1882
5,24100,239607,77073,2012
5,24100,239607,77073,1704
5,24100,239607,77073,1829
5,24100,239607,77073,1913
5,24100,239607,77073,1837
5,24100,239607,77073,1845
5,24100,239607,77073,1820
5,24100,239607,77073,1850
5,24100,239607,77073,1676
5,24100,239607,77073,1878
5,24100,239607,77073,1674
5,24100,239607,77073,1706
5,25100,254374,82561,2110
5,25100,254374,82561,1938
5,25100,254374,82561,1893
5,25100,254374,82561,1812
5,25100,254374,82561,1929
5,25100,254374,82561,1877
5,25100,254374,82561,1910
5,25100,254374,82561,1791
5,25100,254374,82561,1775
5,25100,254374,82561,1993
5,25100,254374,82561,1912
5,25100,254374,82561,2129
5,25100,254374,82561,2076
5,25100,254189,82439,1988
5,25100,254189,82439,1796
5,25100,254189,82439,1863
5,25100,254189,82439,2082
5,25100,254189,82439,1894
5,25100,254189,82439,1957
5,25100,254189,82439,1888
5,25100,254189,82439,1840
5,25100,254189,82439,1877
5,25100,254189,82439,2004
5,25100,254189,82439,1779
5,25100,254189,82439,1913
5,25100,254189,82439,1855
5,25100,254189,82439,1995
5,25100,254189,82439,1805
5,25100,254189,82439,1896
5,25100,254189,82439,1872
5,25100,254189,82439,1844
5,25100,254189,82439,1813
5,25100,254189,82439,1796
5,25100,254189,82439,2079
5,25100,254189,82439,1750
5,25100,254189,82439,1841
5,25100,254189,82439,1884
5,25100,254189,82439,1827
5,25100,254189,82439,1854
5,25100,254189,82439,1993
5,25100,254189,82439,2057
5,25100,254189,82439,1979
5,25100,254189,82439,2027
5,25100,254189,82439,1875
5,25100,254189,82439,1898
5,25100,254189,82439,1844
5,25100,254189,82439,1842
5,25100,254189,82439,1933
5,25100,254189,82439,1793
5,25100,254189,82439,1931
5,26100,262574,85273,2210
5,26100,262574,85273,2139
5,26100,262574,85273,1908
5,26100,262574,85273,1912
5,26100,262574,85273,1999
5,26100,262574,85273,1918
5,26100,262574,85273,1940
5,26100,262574,85273,1932
5,26100,262574,85273,1949
5,26100,262574,85273,1905
5,26100,262574,85273,2002
5,26100,262574,85273,1847
5,26100,262574,85273,1842
5,26100,262574,85273,1911
5,26100,262574,85273,1914
5,26100,262574,85273,2035
5,26100,262574,85273,1932
5,26100,262574,85273,2100
5,26100,262574,85273,1956
5,26100,262574,85273,2022
5,26100,262574,85273,1982
5,26100,262574,85273,1939
5,26100,262574,85273,2146
5,26100,262574,85273,2037
5,26100,262574,85273,1963
5,26100,262574,85273,2037
5,26100,262574,85273,1986
5,26100,260132,83973,1903
5,26100,260132,83973,2065
5,26100,260132,83973,1954
5,26100,260132,83973,3028
5,26100,260132,83973,1890
5,26100,260132,83973,1896
5,26100,260132,83973,1970
5,26100,260132,83973,1955
5,26100,260132,83973,1983
5,26100,260132,83973,2062
5,26100,260132,83973,1967
5,26100,260132,83973,1918
5,26100,260132,83973,1907
5,26100,260132,83973,1944
5,26100,260132,83973,2100
5,26100,260132,83973,2173
5,26100,260132,83973,1948
5,26100,260132,83973,2215
5,26100,260132,83973,1950
5,26100,260132,83973,1993
5,26100,260132,83973,1948
5,26100,260132,83973,1902
5,26100,260132,83973,2002
5,27100,268999,87177,2053
5,27100,268999,87177,2006
5,27100,268999,87177,2086
5,27100,268999,87177,2095
5,27100,268999,87177,1957
5,27100,268999,87177,2063
5,27100,268999,87177,2075
5,27100,268999,87177,2006
5,27100,268999,87177,2082
5,27100,268999,87177,1974
5,27100,268999,87177,2076
5,27100,268999,87177,2090
5,27100,268999,87177,2051
5,27100,268999,87177,2045
5,27100,268999,87177,1995
5,27100,268999,87177,2251
5,27100,268999,87177,1902
5,27100,268999,87177,2011
5,27100,268999,87177,2235
5,27100,268999,87177,2127
5,27100,268999,87177,2044
5,27100,268999,87177,2058
5,27100,268999,87177,2056
5,27100,268999,87177,2032
5,27100,268999,87177,2123
5,27100,268999,87177,2113
5,27100,268999,87177,2229
5,27100,268999,87177,2226
5,27100,268999,87177,1998
5,27100,268999,87177,2044
5,27100,268999,87177,2145
5,27100,268999,87177,2138
5,27100,268999,87177,2020
5,27100,268999,87177,1990
5,27100,268999,87177,2085
5,27100,268999,87177,2133
5,27100,268999,87177,1938
5,27100,268999,87177,2185
5,27100,278653,89835,2025
5,27100,278653,89835,2121
5,27100,278653,89835,2163
5,27100,278653,89835,2172
5,27100,278653,89835,2169
5,27100,278653,89835,2062
5,27100,278653,89835,2235
5,27100,278653,89835,2316
5,27100,278653,89835,2211
5,27100,278653,89835,2024
5,27100,278653,89835,2045
5,27100,278653,89835,1994
5,28100,279220,90729,2098
5,28100,279220,90729,2052
5,28100,279220,90729,2108
5,28100,279220,90729,1977
5,28100,279220,90729,2084
5,28100,279220,90729,2079
5,28100,279220,90729,2123
5,28100,279220,90729,2173
5,28100,279220,90729,2115
5,28100,279220,90729,1975
5,28100,279220,90729,2164
5,28100,279220,90729,2012
5,28100,279220,90729,2030
5,28100,279220,90729,2066
5,28100,279220,90729,2125
5,28100,279220,90729,2099
5,28100,279220,90729,2011
5,28100,279220,90729,2139
5,28100,279220,90729,2046
5,28100,279220,90729,2116
5,28100,279220,90729,2008
5,28100,279220,90729,2129
5,28100,279220,90729,1957
5,28100,279220,90729,1958
5,28100,279220,90729,2033
5,28100,279220,90729,2042
5,28100,279220,90729,2016
5,28100,279220,90729,2043
5,28100,279220,90729,2186
5,28100,279220,90729,2226
5,28100,279220,90729,2184
5,28100,279220,90729,2128
5,28100,279220,90729,2379
5,28100,279220,90729,2061
5,28100,279220,90729,2041
5,28100,279220,90729,2100
5,28100,279220,90729,1984
5,28100,279220,90729,2064
5,28100,279220,90729,2053
5,28100,279220,90729,2083
5,28100,279220,90729,2082
5,28100,279220,90729,2255
5,28100,279220,90729,2186
5,28100,279220,90729,2145
5,28100,279220,90729,2234
5,28100,279220,90729,2178
5,28100,279220,90729,2033
5,28100,279220,90729,2096
5,28100,279220,90729,2178
5,28100,282016,90710,2160
5,29100,292713,95621,2308
5,29100,292713,95621,2341
5,29100,292713,95621,2190
5,29100,292713,95621,2433
5,29100,292713,95621,3007
5,29100,292713,95621,2200
5,29100,292713,95621,2143
5,29100,292713,95621,2203
5,29100,292713,95621,2331
5,29100,292713,95621,2193
5,29100,292713,95621,2143
5,29100,292713,95621,2219
5,29100,292713,95621,2271
5,29100,292713,95621,2193
5,29100,292713,95621,2208
5,29100,292713,95621,2456
5,29100,292713,95621,2262
5,29100,292713,95621,2189
5,29100,292713,95621,2325
5,29100,292713,95621,2193
5,29100,292713,95621,2426
5,29100,292713,95621,2446
5,29100,292713,95621,2306
5,29100,292713,95621,2224
5,29100,292713,95621,2324
5,29100,292713,95621,2334
5,29100,292713,95621,2303
5,29100,292713,95621,2317
5,29100,292713,95621,2382
5,29100,292713,95621,2253
5,29100,292713,95621,2204
5,29100,292713,95621,2214
5,29100,292713,95621,2366
5,29100,292713,95621,2277
5,29100,292713,95621,2261
5,29100,292713,95621,2151
5,29100,292713,95621,2298
5,29100,292713,95621,2202
5,29100,292713,95621,2256
5,29100,292713,95621,2231
5,29100,292713,95621,2292
5,29100,292713,95621,2421
5,29100,292713,95621,2360
5,29100,292713,95621,2155
5,29100,292713,95621,2233
5,29100,292713,95621,2254
5,29100,292713,95621,2225
5,29100,292713,95621,2295
5,29100,292713,95621,2366
5,29100,292713,95621,2200
5,30100,300018,97149,2256
5,30100,300018,97149,2143
5,30100,300018,97149,2170
5,30100,300018,97149,2182
5,30100,300018,97149,2435
5,30100,300018,97149,2277
5,30100,300018,97149,2406
5,30100,300018,97149,2445
5,30100,300018,97149,2427
5,30100,306899,99264,2267
5,30100,306899,99264,2483
5,30100,306899,99264,2368
5,30100,306899,99264,2207
5,30100,306899,99264,2339
5,30100,306899,99264,2274
5,30100,306899,99264,2227
5,30100,306899,99264,2292
5,30100,306899,99264,2340
5,30100,306899,99264,2340
5,30100,306899,99264,2269
5,30100,306899,99264,2408
5,30100,306899,99264,2400
5,30100,306899,99264,2450
5,30100,306899,99264,2222
5,30100,306899,99264,2313
5,30100,306899,99264,2230
5,30100,306899,99264,2233
5,30100,306899,99264,2318
5,30100,306899,99264,2413
5,30100,306899,99264,2477
5,30100,306899,99264,2303
5,30100,306899,99264,2178
5,30100,306899,99264,2398
5,30100,306899,99264,2188
5,30100,306899,99264,2315
5,30100,306899,99264,2529
5,30100,306899,99264,2229
5,30100,306899,99264,2252
5,30100,306899,99264,2266
5,30100,306899,99264,2523
5,30100,306899,99264,2240
5,30100,306899,99264,2200
5,30100,306899,99264,2302
5,30100,306899,99264,2335
5,30100,306899,99264,2324
5,30100,306899,99264,2391
5,30100,306899,99264,2241
5,30100,306899,99264,2316
5,30100,306899,99264,2345
5,30100,306899,99264,2311
5,31100,311455,100690,2185
5,31100,311455,100690,2415
5,31100,311455,100690,2269
5,31100,311455,100690,2243
5,31100,311455,100690,2304
5,31100,311455,100690,2330
5,31100,311455,100690,2397
5,31100,311455,100690,2269
5,31100,311455,100690,2338
5,31100,311455,100690,2361
5,31100,311455,100690,2331
5,31100,311455,100690,2280
5,31100,311455,100690,2305
5,31100,311455,100690,2360
5,31100,311455,100690,2215
5,31100,311455,100690,2326
5,31100,311455,100690,2428
5,31100,311455,100690,2206
5,31100,310821,100215,2277
5,31100,310821,100215,2378
5,31100,310821,100215,2321
5,31100,310821,100215,2292
5,31100,310821,100215,2408
5,31100,310821,100215,2345
5,31100,310821,100215,2296
5,31100,310821,100215,2300
5,31100,310821,100215,2372
5,31100,310821,100215,2332
5,31100,310821,100215,2460
5,31100,310821,100215,2403
5,31100,310821,100215,2434
5,31100,310821,100215,2522
5,31100,310821,100215,2382
5,31100,310821,100215,2327
5,31100,310821,100215,2227
5,31100,310821,100215,2105
5,31100,310821,100215,2365
5,31100,310821,100215,2303
5,31100,310821,100215,2403
5,31100,310821,100215,2153
5,31100,310821,100215,2371
5,31100,310821,100215,2300
5,31100,310821,100215,2228
5,31100,310821,100215,2292
5,31100,310821,100215,2341
5,31100,310821,100215,2293
5,31100,310821,100215,2257
5,31100,310821,100215,2293
5,31100,310821,100215,2296
5,31100,310821,100215,2293
5,32100,323026,104762,2248
5,32100,323026,104762,2538
5,32100,323026,104762,2488
5,32100,323026,104762,2479
5,32100,323026,104762,2630
5,32100,323026,104762,2781
5,32100,323026,104762,2359
5,32100,323026,104762,2715
5,32100,323026,104762,2397
5,32100,323026,104762,2469
5,32100,323026,104762,2289
5,32100,323026,104762,2469
5,32100,323026,104762,2232
5,32100,323026,104762,2215
5,32100,323026,104762,2615
5,32100,323026,104762,2456
5,32100,323026,104762,2651
5,32100,323026,104762,2415
5,32100,323026,104762,2633
5,32100,323026,104762,2668
5,32100,323026,104762,2489
5,32100,323026,104762,2422
5,32100,323026,104762,2537
5,32100,323026,104762,2593
5,32100,323026,104762,2318
5,32100,323026,104762,2574
5,32100,319904,103300,2346
5,32100,319904,103300,2422
5,32100,319904,103300,2555
5,32100,319904,103300,2370
5,32100,319904,103300,2298
5,32100,319904,103300,2483
5,32100,319904,103300,2478
5,32100,319904,103300,2290
5,32100,319904,103300,2574
5,32100,319904,103300,2438
5,32100,319904,103300,2348
5,32100,319904,103300,2467
5,32100,319904,103300,2364
5,32100,319904,103300,2263
5,32100,319904,103300,2327
5,32100,319904,103300,2337
5,32100,319904,103300,2421
5,32100,319904,103300,2309
5,32100,319904,103300,2210
5,32100,319904,103300,2236
5,32100,319904,103300,2414
5,32100,319904,103300,2371
5,32100,319904,103300,3268
5,32100,319904,103300,2523
5,33100,335536,108966,2463
5,33100,335536,108966,2440
5,33100,335536,108966,2366
5,33100,335536,108966,2529
5,33100,335536,108966,2528
5,33100,335536,108966,2553
5,33100,335536,108966,2553
5,33100,335536,108966,2445
5,33100,335536,108966,2504
5,33100,335536,108966,2451
5,33100,335536,108966,2438
5,33100,335536,108966,2436
5,33100,335536,108966,2393
5,33100,335536,108966,2586
5,33100,335536,108966,2404
5,33100,335536,108966,2485
5,33100,335536,108966,2505
5,33100,335536,108966,2592
5,33100,335536,108966,2376
5,33100,335536,108966,2466
5,33100,335536,108966,2413
5,33100,335536,108966,2343
5,33100,335536,108966,2556
5,33100,335536,108966,2531
5,33100,335536,108966,2374
5,33100,335536,108966,2563
5,33100,335536,108966,2401
5,33100,335536,108966,2389
5,33100,335536,108966,2381
5,33100,335536,108966,2398
5,33100,335536,108966,2434
5,33100,335536,108966,2368
5,33100,335536,108966,2453
5,33100,328475,107051,2350
5,33100,328475,107051,2384
5,33100,328475,107051,2370
5,33100,328475,107051,2319
5,33100,328475,107051,2522
5,33100,328475,107051,2493
5,33100,328475,107051,2563
5,33100,328475,107051,2477
5,33100,328475,107051,2471
5,33100,328475,107051,2508
5,33100,328475,107051,2434
5,33100,328475,107051,2538
5,33100,328475,107051,2492
5,33100,328475,107051,2492
5,33100,328475,107051,2653
5,33100,328475,107051,2384
5,33100,328475,107051,2287
5,34100,341632,110274,2396
5,34100,341632,110274,2390
5,34100,341632,110274,2423
5,34100,341632,110274,2500
5,34100,341632,110274,2443
5,34100,341632,110274,2520
5,34100,341632,110274,2415
5,34100,341632,110274,2373
5,34100,341632,110274,2437
5,34100,341632,110274,2429
5,34100,341632,110274,2917
5,34100,341632,110274,2656
5,34100,341632,110274,2741
5,34100,341632,110274,2701
5,34100,341632,110274,2611
5,34100,341632,110274,2672
5,34100,341632,110274,2706
5,34100,341632,110274,2752
5,34100,341632,110274,2608
5,34100,341632,110274,2946
5,34100,341632,110274,2761
5,34100,341632,110274,2660
5,34100,341632,110274,2650
5,34100,341632,110274,2720
5,34100,341632,110274,2712
5,34100,341632,110274,2804
5,34100,341632,110274,2782
5,34100,341632,110274,2616
5,34100,341632,110274,2608
5,34100,341632,110274,2518
5,34100,341632,110274,2668
5,34100,341632,110274,2594
5,34100,341632,110274,2675
5,34100,341632,110274,2734
5,34100,341632,110274,2658
5,34100,341632,110274,2553
5,34100,341632,110274,2414
5,34100,341632,110274,2492
5,34100,341632,110274,2484
5,34100,334233,109837,2568
5,34100,334233,109837,2623
5,34100,334233,109837,2528
5,34100,334233,109837,2412
5,34100,334233,109837,2548
5,34100,334233,109837,2589
5,34100,334233,109837,2632
5,34100,334233,109837,2731
5,34100,334233,109837,2401
5,34100,334233,109837,2611
5,34100,334233,109837,2540
5,35100,349344,113311,2605
5,35100,349344,113311,2564
5,35100,349344,113311,2700
5,35100,349344,113311,2552
5,35100,349344,113311,2581
5,35100,349344,113311,2547
5,35100,349344,113311,2526
5,35100,349344,113311,2540
5,35100,349344,113311,2610
5,35100,349344,113311,2517
5,35100,349344,113311,2717
5,35100,349344,113311,2762
5,35100,349344,113311,2461
5,35100,349344,113311,2481
5,35100,349344,113311,2608
5,35100,349344,113311,2530
5,35100,349344,113311,2601
5,35100,349344,113311,2763
5,35100,349344,113311,2756
5,35100,349344,113311,2885
5,35100,349344,113311,2719
5,35100,349344,113311,2908
5,35100,349344,113311,2776
5,35100,349344,113311,2495
5,35100,349344,113311,2648
5,35100,349344,113311,2567
5,35100,349344,113311,2403
5,35100,349344,113311,2605
5,35100,349344,113311,2733
5,35100,349344,113311,2584
5,35100,349344,113311,2708
5,35100,349344,113311,2665
5,35100,349344,113311,2442
5,35100,349344,113311,2527
5,35100,349344,113311,3369
5,35100,349344,113311,2437
5,35100,349344,113311,2477
5,35100,349344,113311,2721
5,35100,349344,113311,2512
5,35100,349344,113311,2491
5,35100,349344,113311,2393
5,35100,349344,113311,2503
5,35100,349344,113311,2525
5,35100,349344,113311,2504
5,35100,349344,113311,2670
5,35100,350006,113184,2514
5,35100,350006,113184,2418
5,35100,350006,113184,2538
5,35100,350006,113184,2628
5,35100,350006,113184,2585
5,36100,370552,119681,2713
5,36100,370552,119681,2684
5,36100,370552,119681,2556
5,36100,370552,119681,2709
5,36100,370552,119681,2765
5,36100,370552,119681,2613
5,36100,370552,119681,2828
5,36100,370552,119681,2600
5,36100,370552,119681,2801
5,36100,370552,119681,2501
5,36100,370552,119681,2673
5,36100,370552,119681,2767
5,36100,370552,119681,2749
5,36100,370552,119681,2665
5,36100,370552,119681,2959
5,36100,370552,119681,2595
5,36100,370552,119681,2723
5,36100,370552,119681,2691
5,36100,370552,119681,2754
5,36100,370552,119681,2788
5,36100,370552,119681,2702
5,36100,370552,119681,2708
5,36100,370552,119681,2887
5,36100,370552,119681,2914
5,36100,370552,119681,2715
5,36100,370552,119681,2822
5,36100,370552,119681,2598
5,36100,370552,119681,2839
5,36100,370552,119681,2834
5,36100,370552,119681,2634
5,36100,370552,119681,2673
5,36100,370552,119681,2654
5,36100,370552,119681,2538
5,36100,370552,119681,2806
5,36100,370552,119681,2708
5,36100,370552,119681,2696
5,36100,370552,119681,2950
5,36100,370552,119681,2618
5,36100,370552,119681,2705
5,36100,370552,119681,2721
5,36100,370552,119681,2768
5,36100,370552,119681,2904
5,36100,370552,119681,2799
5,36100,370552,119681,2817
5,36100,370552,119681,2656
5,36100,370552,119681,2542
5,36100,370552,119681,2674
5,36100,370552,119681,2698
5,36100,370552,119681,2733
5,36100,366108,118287,2693
5,37100,379892,122616,2892
5,37100,379892,122616,2700
5,37100,379892,122616,2775
5,37100,379892,122616,2824
5,37100,379892,122616,2641
5,37100,379892,122616,2806
5,37100,379892,122616,3062
5,37100,379892,122616,2893
5,37100,379892,122616,2973
5,37100,379892,122616,2785
5,37100,379892,122616,2764
5,37100,379892,122616,2739
5,37100,379892,122616,2803
5,37100,379892,122616,2859
5,37100,379892,122616,2899
5,37100,379892,122616,2934
5,37100,379892,122616,2766
5,37100,379892,122616,2873
5,37100,379892,122616,2758
5,37100,379892,122616,2783
5,37100,379892,122616,2828
5,37100,379892,122616,2964
5,37100,379892,122616,2926
5,37100,379892,122616,2891
5,37100,379892,122616,2808
5,37100,379892,122616,2967
5,37100,379892,122616,3009
5,37100,379892,122616,2951
5,37100,379892,122616,3024
5,37100,379892,122616,3168
5,37100,379892,122616,2960
5,37100,379892,122616,2894
5,37100,379892,122616,2881
5,37100,379892,122616,3007
5,37100,379892,122616,2945
5,37100,379892,122616,3058
5,37100,379892,122616,3098
5,37100,379892,122616,2897
5,37100,379892,122616,3184
5,37100,379892,122616,3062
5,37100,379892,122616,2984
5,37100,379892,122616,3113
5,37100,379892,122616,2942
5,37100,379892,122616,2970
5,37100,379892,122616,3046
5,37100,379892,122616,2807
5,37100,379892,122616,2963
5,37100,379892,122616,2908
5,37100,379892,122616,2860
5,37100,379892,122616,2825
5,38100,377989,123055,2734
5,38100,379547,123780,3031
5,38100,379547,123780,2787
5,38100,379547,123780,2919
5,38100,379547,123780,2707
5,38100,379547,123780,3032
5,38100,379547,123780,3535
5,38100,379547,123780,3031
5,38100,379547,123780,4075
5,38100,379547,123780,3081
5,38100,379547,123780,3225
5,38100,379547,123780,3613
5,38100,379547,123780,3305
5,38100,379547,123780,3293
5,38100,379547,123780,3489
5,38100,379547,123780,3423
5,38100,379547,123780,3355
5,38100,379547,123780,4440
5,38100,379547,123780,3369
5,38100,379547,123780,3265
5,38100,379547,123780,3363
5,38100,379547,123780,3264
5,38100,379547,123780,3191
5,38100,379547,123780,3325
5,38100,379547,123780,3370
5,38100,379547,123780,3279
5,38100,379547,123780,3162
5,38100,379547,123780,3293
5,38100,379547,123780,3321
5,38100,379547,123780,3419
5,38100,379547,123780,3368
5,38100,379547,123780,3266
5,38100,379547,123780,3338
5,38100,379547,123780,3317
5,38100,379547,123780,3335
5,38100,379547,123780,3377
5,38100,379547,123780,3419
5,38100,379547,123780,3265
5,38100,379547,123780,3161
5,38100,379547,123780,3362
5,38100,379547,123780,3319
5,38100,379547,123780,3591
5,38100,379547,123780,3172
5,38100,379547,123780,3326
5,38100,379547,123780,3923
5,38100,379547,123780,3278
5,38100,379547,123780,3143
5,38100,380992,122918,3120
5,38100,380992,122918,3126
5,38100,380992,122918,3054
5,39100,390983,126572,3106
5,39100,390983,126572,3190
5,39100,390983,126572,3306
5,39100,390983,126572,3421
5,39100,390983,126572,3246
5,39100,390983,126572,3244
5,39100,390983,126572,3261
5,39100,390983,126572,3354
5,39100,390983,126572,3140
5,39100,390983,126572,3378
5,39100,390983,126572,3412
5,39100,390983,126572,3232
5,39100,390983,126572,3248
5,39100,390983,126572,3645
5,39100,390983,126572,3391
5,39100,390983,126572,3334
5,39100,390983,126572,3282
5,39100,390983,126572,3359
5,39100,390983,126572,3308
5,39100,390983,126572,3615
5,39100,390983,126572,3377
5,39100,390983,126572,3279
5,39100,390983,126572,3352
5,39100,390983,126572,3367
5,39100,390983,126572,3325
5,39100,390983,126572,3280
5,39100,390983,126572,3159
5,39100,390983,126572,3186
5,39100,390983,126572,3129
5,39100,390983,126572,3145
5,39100,390983,126572,3128
5,39100,390983,126572,3066
5,39100,390983,126572,3154
5,39100,390983,126572,3032
5,39100,390983,126572,3015
5,39100,390983,126572,2993
5,39100,390983,126572,3012
5,39100,390983,126572,3233
5,39100,390983,126572,3203
5,39100,390983,126572,3162
5,39100,390983,126572,3313
5,39100,390983,126572,3163
5,39100,390983,126572,3135
5,39100,390983,126572,3201
5,39100,390983,126572,3061
5,39100,388399,126173,3190
5,39100,388399,126173,3117
5,39100,388399,126173,3045
5,39100,388399,126173,3177
5,39100,388399,126173,3229
5,40100,400566,129814,3213
5,40100,400566,129814,3263
5,40100,400566,129814,3228
5,40100,400566,129814,3197
5,40100,400566,129814,3134
5,40100,400566,129814,3233
5,40100,400566,129814,3221
5,40100,400566,129814,3097
5,40100,400566,129814,3110
5,40100,400566,129814,3282
5,40100,400566,129814,3071
5,40100,400566,129814,3033
5,40100,400566,129814,3069
5,40100,400566,129814,3138
5,40100,400566,129814,3035
5,40100,400566,129814,3088
5,40100,400566,129814,2994
5,40100,400566,129814,3019
5,40100,400566,129814,3068
5,40100,400566,129814,3061
5,40100,400566,129814,3128
5,40100,400566,129814,3025
5,40100,400566,129814,3050
5,40100,400566,129814,2958
5,40100,400566,129814,2815
5,40100,400566,129814,2776
5,40100,400566,129814,2946
5,40100,400566,129814,3098
5,40100,400566,129814,2985
5,40100,400566,129814,2852
5,40100,400566,129814,2957
5,40100,400566,129814,2887
5,40100,400566,129814,2938
5,40100,400566,129814,2961
5,40100,400566,129814,3226
5,40100,400566,129814,3158
5,40100,400566,129814,2854
5,40100,400566,129814,2875
5,40100,400566,129814,2863
5,40100,400566,129814,3070
5,40100,400566,129814,2888
5,40100,400566,129814,2810
5,40100,400566,129814,2926
5,40100,400566,129814,2930
5,40100,400566,129814,3047
5,40100,404540,130897,2851
5,40100,404540,130897,2852
5,40100,404540,130897,3046
5,40100,404540,130897,2922
5,40100,404540,130897,3170
5,41100,420547,136633,3029
5,41100,420547,136633,3004
5,41100,420547,136633,3005
5,41100,420547,136633,3253
5,41100,420547,136633,2969
