group,n,comparisons,swaps,time
3,100,402,156,5
3,100,402,156,7
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,4
3,100,402,156,5
3,100,402,156,6
3,100,402,156,4
3,100,992,361,11
3,100,992,361,10
3,100,992,361,10
3,100,992,361,10
3,100,992,361,11
3,100,992,361,10
3,100,992,361,15
3,100,992,361,14
3,100,992,361,11
3,100,992,361,10
3,100,992,361,10
3,100,992,361,10
3,100,992,361,10
3,100,992,361,9
3,100,992,361,10
3,100,992,361,10
3,100,992,361,11
3,100,992,361,15
3,100,992,361,11
3,100,992,361,11
3,100,992,361,10
3,100,992,361,11
3,100,992,361,14
3,100,992,361,11
3,100,992,361,9
3,100,992,361,9
3,100,992,361,11
3,100,992,361,10
3,100,992,361,16
3,100,992,361,15
3,100,992,361,11
3,100,992,361,10
3,100,992,361,11
3,100,992,361,15
3,100,992,361,10
3,1100,10379,4100,93
3,1100,10379,4100,94
3,1100,10379,4100,96
3,1100,10379,4100,96
3,1100,10379,4100,95
3,1100,10379,4100,96
3,1100,10379,4100,93
3,1100,10379,4100,83
3,1100,10379,4100,84
3,1100,10379,4100,94
3,1100,10379,4100,96
3,1100,10379,4100,97
3,1100,10379,4100,95
3,1100,10379,4100,94
3,1100,10379,4100,98
3,1100,10379,4100,98
3,1100,10379,4100,154
3,1100,10379,4100,95
3,1100,10379,4100,95
3,1100,10379,4100,95
3,1100,10379,4100,95
3,1100,10379,4100,98
3,1100,10379,4100,95
3,1100,10379,4100,93
3,1100,10379,4100,95
3,1100,10379,4100,140
3,1100,10379,4100,96
3,1100,10379,4100,96
3,1100,10379,4100,96
3,1100,10379,4100,94
3,1100,10379,4100,96
3,1100,10379,4100,96
3,1100,10379,4100,94
3,1100,10379,4100,94
3,1100,10379,4100,95
3,1100,10379,4100,97
3,1100,10379,4100,88
3,1100,10379,4100,84
3,1100,10379,4100,82
3,1100,10379,4100,82
3,1100,10379,4100,112
3,1100,10379,4100,96
3,1100,10379,4100,94
3,1100,10379,4100,83
3,1100,10379,4100,85
3,1100,10379,4100,85
3,1100,10379,4100,84
3,1100,10379,4100,86
3,1100,10379,4100,82
3,1100,10379,4100,83
3,2100,9149,3735,71
3,2100,9149,3735,72
3,2100,9149,3735,82
3,2100,9149,3735,83
3,2100,9149,3735,83
3,2100,9149,3735,71
3,2100,9149,3735,72
3,2100,9149,3735,71
3,2100,9149,3735,75
3,2100,9149,3735,74
3,2100,9149,3735,72
3,2100,9149,3735,124
3,2100,9149,3735,82
3,2100,9149,3735,82
3,2100,9149,3735,73
3,2100,9149,3735,83
3,2100,9149,3735,123
3,2100,9149,3735,72
3,2100,9149,3735,124
3,2100,9149,3735,73
3,2100,9149,3735,82
3,2100,9149,3735,78
3,2100,9149,3735,70
3,2100,9149,3735,73
3,2100,9149,3735,71
3,2100,9149,3735,90
3,2100,24110,9646,214
3,2100,24110,9646,219
3,2100,24110,9646,220
3,2100,24110,9646,217
3,2100,24110,9646,328
3,2100,24110,9646,219
3,2100,24110,9646,215
3,2100,24110,9646,251
3,2100,24110,9646,217
3,2100,24110,9646,215
3,2100,24110,9646,217
3,2100,24110,9646,214
3,2100,24110,9646,216
3,2100,24110,9646,324
3,2100,24110,9646,217
3,2100,24110,9646,218
3,2100,24110,9646,221
3,2100,24110,9646,217
3,2100,24110,9646,231
3,2100,24110,9646,220
3,2100,24110,9646,216
3,2100,24110,9646,187
3,2100,24110,9646,217
3,2100,24110,9646,216
3,3100,37215,14866,357
3,3100,37215,14866,326
3,3100,37215,14866,503
3,3100,37215,14866,323
3,3100,37215,14866,335
3,3100,37215,14866,339
3,3100,37215,14866,447
3,3100,37215,14866,331
3,3100,37215,14866,331
3,3100,37215,14866,332
3,3100,37215,14866,328
3,3100,37215,14866,347
3,3100,37215,14866,326
3,3100,37215,14866,398
3,3100,37215,14866,330
3,3100,37215,14866,334
3,3100,37215,14866,327
3,3100,37215,14866,330
3,3100,37215,14866,329
3,3100,37215,14866,351
3,3100,37215,14866,523
3,3100,37215,14866,334
3,3100,37215,14866,452
3,3100,37215,14866,332
3,3100,37215,14866,328
3,3100,37215,14866,324
3,3100,37215,14866,406
3,3100,37215,14866,328
3,3100,37215,14866,520
3,3100,37215,14866,436
3,3100,37215,14866,329
3,3100,37215,14866,374
3,3100,37215,14866,300
3,3100,37215,14866,480
3,3100,37215,14866,290
3,3100,37215,14866,294
3,3100,37215,14866,370
3,3100,37215,14866,317
3,3100,37215,14866,519
3,3100,37215,14866,285
3,3100,37215,14866,441
3,3100,37215,14866,311
3,3100,37215,14866,288
3,3100,37215,14866,302
3,3100,37215,14866,515
3,3100,37215,14866,359
3,3100,37215,14866,329
3,3100,37215,14866,465
3,3100,37215,14866,337
3,3100,37215,14866,325
3,4100,47466,19109,371
3,4100,47466,19109,413
3,4100,47466,19109,415
3,4100,47466,19109,395
3,4100,47466,19109,420
3,4100,47466,19109,377
3,4100,47466,19109,366
3,4100,47466,19109,418
3,4100,47466,19109,437
3,4100,47466,19109,368
3,4100,47466,19109,497
3,4100,47466,19109,368
3,4100,47466,19109,362
3,4100,47466,19109,423
3,4100,47466,19109,635
3,4100,47466,19109,611
3,4100,47466,19109,454
3,4100,47466,19109,435
3,4100,47466,19109,603
3,4100,47466,19109,465
3,4100,47466,19109,418
3,4100,47466,19109,419
3,4100,47466,19109,410
3,4100,47466,19109,427
3,4100,47466,19109,420
3,4100,47466,19109,421
3,4100,47466,19109,442
3,4100,47466,19109,423
3,4100,47466,19109,480
3,4100,47466,19109,366
3,4100,47466,19109,414
3,4100,47466,19109,418
3,4100,47466,19109,424
3,4100,44241,17809,606
3,4100,44241,17809,385
3,4100,44241,17809,555
3,4100,44241,17809,423
3,4100,44241,17809,387
3,4100,44241,17809,416
3,4100,44241,17809,424
3,4100,44241,17809,397
3,4100,44241,17809,433
3,4100,44241,17809,394
3,4100,44241,17809,394
3,4100,44241,17809,387
3,4100,44241,17809,400
3,4100,44241,17809,397
3,4100,44241,17809,392
3,4100,44241,17809,389
3,4100,44241,17809,522
3,5100,61378,24800,553
3,5100,61378,24800,473
3,5100,61378,24800,469
3,5100,61378,24800,472
3,5100,61378,24800,482
3,5100,61378,24800,545
3,5100,61378,24800,469
3,5100,61378,24800,588
3,5100,61378,24800,549
3,5100,61378,24800,544
3,5100,61378,24800,682
3,5100,61378,24800,553
3,5100,61378,24800,532
3,5100,61378,24800,544
3,5100,61378,24800,597
3,5100,61378,24800,699
3,5100,61378,24800,554
3,5100,61378,24800,545
3,5100,61378,24800,559
3,5100,61378,24800,544
3,5100,61378,24800,543
3,5100,61378,24800,548
3,5100,61378,24800,546
3,5100,61378,24800,537
3,5100,61378,24800,573
3,5100,61378,24800,541
3,5100,61378,24800,541
3,5100,61378,24800,560
3,5100,61378,24800,568
3,5100,61378,24800,486
3,5100,61378,24800,546
3,5100,61378,24800,552
3,5100,61378,24800,536
3,5100,61378,24800,540
3,5100,61378,24800,563
3,5100,61378,24800,545
3,5100,61378,24800,553
3,5100,61378,24800,579
3,5100,61378,24800,660
3,5100,61378,24800,728
3,5100,61378,24800,537
3,5100,61378,24800,582
3,5100,61378,24800,472
3,5100,61378,24800,543
3,5100,61378,24800,477
3,5100,61378,24800,495
3,5100,61378,24800,548
3,5100,61378,24800,550
3,5100,61378,24800,620
3,5100,61378,24800,541
3,6100,73743,29805,880
3,6100,73743,29805,653
3,6100,73743,29805,655
3,6100,73743,29805,637
3,6100,73743,29805,655
3,6100,73743,29805,646
3,6100,73743,29805,639
3,6100,73743,29805,567
3,6100,73743,29805,647
3,6100,73743,29805,705
3,6100,73743,29805,663
3,6100,73743,29805,652
3,6100,73743,29805,841
3,6100,73743,29805,660
3,6100,73743,29805,572
3,6100,73743,29805,642
3,6100,73743,29805,655
3,6100,73743,29805,650
3,6100,73743,29805,645
3,6100,73743,29805,660
3,6100,73743,29805,712
3,6100,73743,29805,651
3,6100,73743,29805,685
3,6100,73743,29805,555
3,6100,73743,29805,669
3,6100,73743,29805,603
3,6100,73743,29805,735
3,6100,73743,29805,649
3,6100,73743,29805,837
3,6100,73743,29805,653
3,6100,73743,29805,644
3,6100,73743,29805,647
3,6100,73743,29805,756
3,6100,73743,29805,658
3,6100,73743,29805,666
3,6100,73743,29805,757
3,6100,74297,30037,653
3,6100,74297,30037,658
3,6100,74297,30037,571
3,6100,74297,30037,657
3,6100,74297,30037,735
3,6100,74297,30037,663
3,6100,74297,30037,717
3,6100,74297,30037,596
3,6100,74297,30037,587
3,6100,74297,30037,683
3,6100,74297,30037,660
3,6100,74297,30037,699
3,6100,74297,30037,586
3,6100,74297,30037,656
3,7100,84870,34401,782
3,7100,84870,34401,658
3,7100,84870,34401,827
3,7100,84870,34401,669
3,7100,84870,34401,751
3,7100,84870,34401,669
3,7100,84870,34401,669
3,7100,84870,34401,695
3,7100,84870,34401,713
3,7100,84870,34401,689
3,7100,84870,34401,742
3,7100,84870,34401,651
3,7100,84870,34401,699
3,7100,84870,34401,790
3,7100,84870,34401,920
3,7100,84870,34401,643
3,7100,84870,34401,793
3,7100,84870,34401,750
3,7100,84870,34401,668
3,7100,84870,34401,796
3,7100,84870,34401,658
3,7100,84870,34401,747
3,7100,84870,34401,750
3,7100,84870,34401,708
3,7100,84870,34401,672
3,7100,84870,34401,772
3,7100,84870,34401,670
3,7100,84870,34401,658
3,7100,84870,34401,677
3,7100,84870,34401,744
3,7100,84870,34401,660
3,7100,84870,34401,767
3,7100,84870,34401,659
3,7100,84870,34401,744
3,7100,84870,34401,791
3,7100,84870,34401,950
3,7100,84870,34401,749
3,7100,84870,34401,744
3,7100,84870,34401,743
3,7100,84870,34401,821
3,7100,84870,34401,791
3,7100,84870,34401,807
3,7100,84870,34401,747
3,7100,84870,34401,734
3,7100,84870,34401,756
3,7100,84870,34401,675
3,7100,84870,34401,893
3,7100,84870,34401,754
3,7100,84870,34401,745
3,7100,84870,34401,758
3,8100,98411,39927,908
3,8100,98411,39927,858
3,8100,98411,39927,888
3,8100,98411,39927,888
3,8100,98411,39927,980
3,8100,98411,39927,909
3,8100,98411,39927,962
3,8100,98411,39927,916
3,8100,98411,39927,882
3,8100,98411,39927,933
3,8100,98411,39927,874
3,8100,98411,39927,851
3,8100,98411,39927,923
3,8100,98411,39927,883
3,8100,98411,39927,869
3,8100,98411,39927,985
3,8100,98411,39927,756
3,8100,98411,39927,818
3,8100,98411,39927,771
3,8100,98411,39927,757
3,8100,98411,39927,852
3,8100,98411,39927,764
3,8100,98411,39927,939
3,8100,98411,39927,882
3,8100,98411,39927,764
3,8100,98411,39927,917
3,8100,98411,39927,873
3,8100,98411,39927,809
3,8100,98411,39927,857
3,8100,98411,39927,757
3,8100,99921,40458,777
3,8100,99921,40458,811
3,8100,99921,40458,759
3,8100,99921,40458,790
3,8100,99921,40458,774
3,8100,99921,40458,776
3,8100,99921,40458,782
3,8100,99921,40458,800
3,8100,99921,40458,906
3,8100,99921,40458,787
3,8100,99921,40458,797
3,8100,99921,40458,925
3,8100,99921,40458,786
3,8100,99921,40458,774
3,8100,99921,40458,870
3,8100,99921,40458,808
3,8100,99921,40458,878
3,8100,99921,40458,824
3,8100,99921,40458,897
3,8100,99921,40458,804
3,9100,114384,46319,987
3,9100,114384,46319,971
3,9100,114384,46319,887
3,9100,114384,46319,910
3,9100,114384,46319,976
3,9100,114384,46319,905
3,9100,114384,46319,890
3,9100,114384,46319,911
3,9100,114384,46319,885
3,9100,114384,46319,979
3,9100,114384,46319,862
3,9100,114384,46319,885
3,9100,114384,46319,884
3,9100,114384,46319,996
3,9100,114384,46319,1111
3,9100,114384,46319,931
3,9100,114384,46319,886
3,9100,114384,46319,958
3,9100,114384,46319,1059
3,9100,114384,46319,1034
3,9100,114384,46319,1015
3,9100,114384,46319,994
3,9100,114384,46319,993
3,9100,114384,46319,1002
3,9100,114384,46319,1086
3,9100,114384,46319,1023
3,9100,114384,46319,943
3,9100,114384,46319,990
3,9100,114384,46319,1075
3,9100,114384,46319,1045
3,9100,114384,46319,1010
3,9100,114384,46319,1035
3,9100,114384,46319,1023
3,9100,114384,46319,1001
3,9100,114384,46319,901
3,9100,114384,46319,975
3,9100,114384,46319,965
3,9100,114384,46319,1054
3,9100,114384,46319,864
3,9100,114384,46319,937
3,9100,114384,46319,1018
3,9100,114384,46319,880
3,9100,114384,46319,1038
3,9100,114384,46319,1017
3,9100,114384,46319,1017
3,9100,114384,46319,1055
3,9100,114384,46319,1087
3,9100,114384,46319,1093
3,9100,114384,46319,1018
3,9100,114384,46319,904
3,10100,123471,50032,1077
3,10100,123471,50032,1164
3,10100,123471,50032,952
3,10100,123471,50032,1143
3,10100,123471,50032,958
3,10100,123471,50032,1040
3,10100,123471,50032,956
3,10100,123471,50032,1216
3,10100,123471,50032,1164
3,10100,123471,50032,967
3,10100,123471,50032,981
3,10100,123471,50032,1026
3,10100,123471,50032,944
3,10100,123471,50032,971
3,10100,123471,50032,1004
3,10100,123471,50032,979
3,10100,123471,50032,976
3,10100,123471,50032,1008
3,10100,123471,50032,986
3,10100,119546,48612,929
3,10100,119546,48612,982
3,10100,119546,48612,1010
3,10100,119546,48612,944
3,10100,119546,48612,948
3,10100,119546,48612,919
3,10100,119546,48612,1049
3,10100,119546,48612,925
3,10100,119546,48612,951
3,10100,119546,48612,1182
3,10100,119546,48612,920
3,10100,119546,48612,940
3,10100,119546,48612,959
3,10100,119546,48612,1105
3,10100,119546,48612,916
3,10100,119546,48612,901
3,10100,119546,48612,959
3,10100,119546,48612,963
3,10100,119546,48612,1072
3,10100,119546,48612,1027
3,10100,119546,48612,1091
3,10100,119546,48612,919
3,10100,119546,48612,965
3,10100,119546,48612,1020
3,10100,119546,48612,927
3,10100,119546,48612,902
3,10100,119546,48612,1143
3,10100,119546,48612,1016
3,10100,119546,48612,930
3,10100,119546,48612,907
3,10100,119546,48612,975
3,11100,137076,55613,1124
3,11100,137076,55613,1249
3,11100,137076,55613,1222
3,11100,137076,55613,1336
3,11100,137076,55613,1192
3,11100,137076,55613,1110
3,11100,137076,55613,1057
3,11100,137076,55613,1158
3,11100,137076,55613,1065
3,11100,137076,55613,1201
3,11100,137076,55613,1169
3,11100,137076,55613,1191
3,11100,137076,55613,1118
3,11100,137076,55613,1103
3,11100,137076,55613,1134
3,11100,137076,55613,1067
3,11100,137076,55613,1054
3,11100,137076,55613,1128
3,11100,137076,55613,1149
3,11100,137076,55613,1167
3,11100,137076,55613,1177
3,11100,137076,55613,1220
3,11100,137076,55613,1095
3,11100,137076,55613,1151
3,11100,137076,55613,1682
3,11100,137076,55613,1335
3,11100,137076,55613,1262
3,11100,137076,55613,1134
3,11100,137076,55613,1101
3,11100,137076,55613,1292
3,11100,137076,55613,1077
3,11100,137076,55613,1136
3,11100,137076,55613,1258
3,11100,137076,55613,1074
3,11100,137076,55613,1082
3,11100,137076,55613,1071
3,11100,137076,55613,1045
3,11100,137076,55613,1038
3,11100,137076,55613,1075
3,11100,137076,55613,1165
3,11100,137076,55613,1069
3,11100,137076,55613,1093
3,11100,137076,55613,1111
3,11100,137076,55613,1093
3,11100,137076,55613,1087
3,11100,137076,55613,1183
3,11100,137076,55613,1104
3,11100,137076,55613,1159
3,11100,137076,55613,1226
3,11100,137076,55613,1044
3,12100,132522,54120,1028
3,12100,132522,54120,1026
3,12100,132522,54120,1036
3,12100,78767,32144,692
3,12100,78767,32144,601
3,12100,78767,32144,613
3,12100,78767,32144,702
3,12100,78767,32144,760
3,12100,78767,32144,682
3,12100,78767,32144,616
3,12100,78767,32144,734
3,12100,78767,32144,696
3,12100,78767,32144,783
3,12100,78767,32144,624
3,12100,78767,32144,737
3,12100,78767,32144,609
3,12100,78767,32144,608
3,12100,78767,32144,595
3,12100,78767,32144,595
3,12100,78767,32144,752
3,12100,78767,32144,597
3,12100,78767,32144,619
3,12100,78767,32144,612
3,12100,78767,32144,610
3,12100,78767,32144,715
3,12100,78767,32144,698
3,12100,78767,32144,706
3,12100,78767,32144,720
3,12100,78767,32144,709
3,12100,78767,32144,595
3,12100,78767,32144,646
3,12100,78767,32144,691
3,12100,78767,32144,699
3,12100,78767,32144,607
3,12100,78767,32144,699
3,12100,78767,32144,711
3,12100,78767,32144,594
3,12100,78767,32144,663
3,12100,78767,32144,696
3,12100,78767,32144,608
3,12100,78767,32144,691
3,12100,78767,32144,762
3,12100,78767,32144,605
3,12100,78767,32144,608
3,12100,78767,32144,710
3,12100,78767,32144,612
3,12100,78767,32144,641
3,12100,78767,32144,630
3,12100,78767,32144,603
3,12100,78767,32144,622
3,13100,160940,65546,1378
3,13100,160940,65546,1269
3,13100,160940,65546,1214
3,13100,160940,65546,1252
3,13100,160940,65546,1318
3,13100,160940,65546,1244
3,13100,160940,65546,1342
3,13100,160940,65546,1232
3,13100,160940,65546,1250
3,13100,160940,65546,1401
3,13100,160940,65546,1458
3,13100,160940,65546,1331
3,13100,160940,65546,1291
3,13100,160940,65546,1238
3,13100,160940,65546,1511
3,13100,160940,65546,1485
3,13100,160940,65546,1332
3,13100,160940,65546,1508
3,13100,160940,65546,1291
3,13100,160940,65546,1599
3,13100,160940,65546,1485
3,13100,160940,65546,1514
3,13100,160940,65546,1458
3,13100,160940,65546,1280
3,13100,160940,65546,1265
3,13100,160940,65546,1476
3,13100,160940,65546,1433
3,13100,160940,65546,1418
3,13100,160940,65546,1234
3,13100,160940,65546,1426
3,13100,160940,65546,1425
3,13100,160940,65546,1235
3,13100,160940,65546,1435
3,13100,160940,65546,1268
3,13100,160940,65546,1335
3,13100,160940,65546,1303
3,13100,160940,65546,1235
3,13100,160940,65546,1273
3,13100,159883,64950,1291
3,13100,159883,64950,1249
3,13100,159883,64950,1353
3,13100,159883,64950,1473
3,13100,159883,64950,1398
3,13100,159883,64950,1472
3,13100,159883,64950,1451
3,13100,159883,64950,1485
3,13100,159883,64950,1407
3,13100,159883,64950,1282
3,13100,159883,64950,1388
3,13100,159883,64950,1393
3,14100,176715,71897,1591
3,14100,176715,71897,1456
3,14100,176715,71897,1359
3,14100,176715,71897,1593
3,14100,176715,71897,1586
3,14100,176715,71897,1360
3,14100,176715,71897,1398
3,14100,176715,71897,1448
3,14100,176715,71897,1543
3,14100,176715,71897,1559
3,14100,176715,71897,1618
3,14100,176715,71897,1566
3,14100,176715,71897,1552
3,14100,176715,71897,1568
3,14100,176715,71897,1547
3,14100,176715,71897,1580
3,14100,176715,71897,1585
3,14100,176715,71897,1564
3,14100,176715,71897,1548
3,14100,176715,71897,1470
3,14100,176715,71897,1422
3,14100,176715,71897,1346
3,14100,176715,71897,1366
3,14100,176715,71897,1335
3,14100,176715,71897,1367
3,14100,176715,71897,1374
3,14100,176715,71897,1423
3,14100,176715,71897,1596
3,14100,176715,71897,1565
3,14100,176715,71897,1623
3,14100,176715,71897,1349
3,14100,176715,71897,1371
3,14100,176715,71897,1411
3,14100,176715,71897,1413
3,14100,176715,71897,1461
3,14100,176715,71897,1426
3,14100,176715,71897,1359
3,14100,176715,71897,1392
3,14100,176715,71897,1410
3,14100,176715,71897,1415
3,14100,176715,71897,1352
3,14100,176715,71897,1370
3,14100,176715,71897,1445
3,14100,176715,71897,1362
3,14100,176715,71897,1405
3,14100,176715,71897,1566
3,14100,176715,71897,1377
3,14100,176715,71897,1555
3,14100,176715,71897,1346
3,14100,176715,71897,1359
3,15100,181149,73781,1490
3,15100,181149,73781,1488
3,15100,181149,73781,1610
3,15100,181149,73781,1614
3,15100,181149,73781,1725
3,15100,181149,73781,1444
3,15100,181149,73781,1608
3,15100,181149,73781,1445
3,15100,181149,73781,1722
3,15100,181149,73781,1449
3,15100,181149,73781,1551
3,15100,181149,73781,1418
3,15100,181149,73781,1642
3,15100,181149,73781,1607
3,15100,181149,73781,1492
3,15100,181149,73781,1508
3,15100,181149,73781,1418
3,15100,181149,73781,1448
3,15100,181149,73781,1469
3,15100,188358,76703,1586
3,15100,188358,76703,1711
3,15100,188358,76703,1670
3,15100,188358,76703,1463
3,15100,188358,76703,1442
3,15100,188358,76703,1448
3,15100,188358,76703,1724
3,15100,188358,76703,1679
3,15100,188358,76703,1722
3,15100,188358,76703,1477
3,15100,188358,76703,1470
3,15100,188358,76703,1588
3,15100,188358,76703,1584
3,15100,188358,76703,1478
3,15100,188358,76703,1473
3,15100,188358,76703,1481
3,15100,188358,76703,1653
3,15100,188358,76703,1531
3,15100,188358,76703,1506
3,15100,188358,76703,1428
3,15100,188358,76703,1564
3,15100,188358,76703,1437
3,15100,188358,76703,1720
3,15100,188358,76703,1674
3,15100,188358,76703,1690
3,15100,188358,76703,1648
3,15100,188358,76703,1489
3,15100,188358,76703,1568
3,15100,188358,76703,1465
3,15100,188358,76703,1495
3,15100,188358,76703,1567
3,16100,207601,84331,1741
3,16100,207601,84331,1736
3,16100,207601,84331,1799
3,16100,207601,84331,1712
3,16100,207601,84331,1654
3,16100,207601,84331,1583
3,16100,207601,84331,1599
3,16100,207601,84331,1737
3,16100,207601,84331,1640
3,16100,207601,84331,1580
3,16100,207601,84331,1837
3,16100,207601,84331,1835
3,16100,207601,84331,1830
3,16100,207601,84331,1651
3,16100,207601,84331,1838
3,16100,207601,84331,1823
3,16100,207601,84331,1846
3,16100,207601,84331,1845
3,16100,207601,84331,1588
3,16100,207601,84331,1903
3,16100,207601,84331,1606
3,16100,207601,84331,1779
3,16100,207601,84331,1605
3,16100,207601,84331,1617
3,16100,207601,84331,1702
3,16100,207601,84331,1574
3,16100,207601,84331,1591
3,16100,207601,84331,1562
3,16100,207601,84331,1637
3,16100,207601,84331,1561
3,16100,207601,84331,1703
3,16100,207601,84331,1579
3,16100,207601,84331,1697
3,16100,207601,84331,1747
3,16100,207601,84331,1631
3,16100,207601,84331,1718
3,16100,207601,84331,1706
3,16100,207601,84331,1631
3,16100,207601,84331,1571
3,16100,207601,84331,1740
3,16100,207601,84331,1673
3,16100,207601,84331,1807
3,16100,207601,84331,1584
3,16100,207601,84331,1847
3,16100,207601,84331,1570
3,16100,207601,84331,1606
3,16100,207601,84331,1679
3,16100,200223,81679,1777
3,16100,200223,81679,1800
3,16100,200223,81679,1827
3,17100,212321,86654,1945
3,17100,212321,86654,1697
3,17100,212321,86654,1867
3,17100,212321,86654,1748
3,17100,212321,86654,1847
3,17100,212321,86654,1648
3,17100,212321,86654,1610
3,17100,212321,86654,1801
3,17100,212321,86654,1629
3,17100,212321,86654,1681
3,17100,212321,86654,1691
3,17100,212321,86654,1673
3,17100,212321,86654,1724
3,17100,212321,86654,1679
3,17100,212321,86654,1643
3,17100,212321,86654,1789
3,17100,212321,86654,1639
3,17100,212321,86654,1652
3,17100,212321,86654,1775
3,17100,212321,86654,1776
3,17100,212321,86654,1746
3,17100,212321,86654,1866
3,17100,212321,86654,1923
3,17100,212321,86654,1756
3,17100,212321,86654,1671
3,17100,212321,86654,1730
3,17100,212321,86654,1639
3,17100,212321,86654,1685
3,17100,212321,86654,1688
3,17100,212321,86654,1622
3,17100,212321,86654,1720
3,17100,212321,86654,1708
3,17100,212321,86654,1777
3,17100,212321,86654,1809
3,17100,212321,86654,1652
3,17100,212321,86654,1656
3,17100,212321,86654,1729
3,17100,212321,86654,1733
3,17100,212321,86654,1877
3,17100,212321,86654,1672
3,17100,212321,86654,1667
3,17100,212321,86654,1746
3,17100,212321,86654,1701
3,17100,212321,86654,1724
3,17100,212321,86654,1684
3,17100,212321,86654,1752
3,17100,212321,86654,1680
3,17100,212321,86654,1819
3,17100,212321,86654,1640
3,17100,212321,86654,1628
3,18100,221875,90279,1817
3,18100,221875,90279,1752
3,18100,221875,90279,1789
3,18100,221875,90279,1789
3,18100,221875,90279,1684
3,18100,221875,90279,1769
3,18100,221875,90279,1797
3,18100,221875,90279,1748
3,18100,221875,90279,1663
3,18100,221875,90279,1763
3,18100,221875,90279,1850
3,18100,221875,90279,1734
3,18100,221875,90279,1734
3,18100,221875,90279,1829
3,18100,221875,90279,1785
3,18100,221875,90279,1834
3,18100,221875,90279,1772
3,18100,221875,90279,1820
3,18100,221875,90279,1694
3,18100,221875,90279,1808
3,18100,221875,90279,1879
3,18100,221875,90279,1791
3,18100,235288,95550,2064
3,18100,235288,95550,2059
3,18100,235288,95550,1859
3,18100,235288,95550,1781
3,18100,235288,95550,2093
3,18100,235288,95550,1884
3,18100,235288,95550,1874
3,18100,235288,95550,1924
3,18100,235288,95550,2053
3,18100,235288,95550,1827
3,18100,235288,95550,1786
3,18100,235288,95550,1938
3,18100,235288,95550,2085
3,18100,235288,95550,1871
3,18100,235288,95550,2081
3,18100,235288,95550,2046
3,18100,235288,95550,1987
3,18100,235288,95550,1897
3,18100,235288,95550,2079
3,18100,235288,95550,2124
3,18100,235288,95550,1815
3,18100,235288,95550,1850
3,18100,235288,95550,1864
3,18100,235288,95550,1791
3,18100,235288,95550,1914
3,18100,235288,95550,1771
3,18100,235288,95550,1830
3,18100,235288,95550,2051
3,19100,217493,88898,1714
3,19100,217493,88898,1746
3,19100,217493,88898,2043
3,19100,217493,88898,1918
3,19100,217493,88898,1935
3,19100,217493,88898,1743
3,19100,217493,88898,1777
3,19100,217493,88898,2060
3,19100,217493,88898,1663
3,19100,217493,88898,1706
3,19100,217493,88898,1761
3,19100,217493,88898,1840
3,19100,217493,88898,1768
3,19100,217493,88898,1690
3,19100,217493,88898,1761
3,19100,217493,88898,1838
3,19100,217493,88898,1727
3,19100,217493,88898,1687
3,19100,217493,88898,1791
3,19100,217493,88898,1717
3,19100,217493,88898,1785
3,19100,217493,88898,1718
3,19100,217493,88898,1767
3,19100,217493,88898,1660
3,19100,217493,88898,1745
3,19100,217493,88898,1719
3,19100,217493,88898,1681
3,19100,217493,88898,1876
3,19100,217493,88898,1771
3,19100,217493,88898,1721
3,19100,217493,88898,1801
3,19100,217493,88898,1700
3,19100,217493,88898,1774
3,19100,217493,88898,1670
3,19100,217493,88898,1736
3,19100,217493,88898,1678
3,19100,217493,88898,1924
3,19100,217493,88898,1923
3,19100,217493,88898,1751
3,19100,217493,88898,1712
3,19100,217493,88898,1709
3,19100,217493,88898,1824
3,19100,217493,88898,1678
3,19100,217493,88898,1756
3,19100,217493,88898,1757
3,19100,217493,88898,1690
3,19100,236900,96369,1909
3,19100,236900,96369,1932
3,19100,236900,96369,1937
3,19100,236900,96369,1915
3,20100,250402,101710,2138
3,20100,250402,101710,1905
3,20100,250402,101710,1962
3,20100,250402,101710,2127
3,20100,250402,101710,1932
3,20100,250402,101710,2089
3,20100,250402,101710,2171
3,20100,250402,101710,2265
3,20100,250402,101710,2212
3,20100,250402,101710,2046
3,20100,250402,101710,1913
3,20100,250402,101710,2047
3,20100,250402,101710,1940
3,20100,250402,101710,2005
3,20100,250402,101710,2144
3,20100,250402,101710,1976
3,20100,250402,101710,2209
3,20100,250402,101710,2305
3,20100,250402,101710,2116
3,20100,250402,101710,1900
3,20100,250402,101710,2106
3,20100,250402,101710,2021
3,20100,250402,101710,2108
3,20100,250402,101710,2284
3,20100,250402,101710,1924
3,20100,250402,101710,2009
3,20100,250402,101710,1960
3,20100,250402,101710,2001
3,20100,250402,101710,2035
3,20100,250402,101710,2284
3,20100,250402,101710,2137
3,20100,250402,101710,1900
3,20100,250402,101710,1981
3,20100,250402,101710,2039
3,20100,250402,101710,2352
3,20100,250402,101710,2061
3,20100,250402,101710,1901
3,20100,250402,101710,2339
3,20100,250402,101710,2103
3,20100,250402,101710,1940
3,20100,250402,101710,2032
3,20100,250402,101710,1945
3,20100,250402,101710,2243
3,20100,250402,101710,2034
3,20100,250402,101710,1933
3,20100,250402,101710,1961
3,20100,250402,101710,2066
3,20100,250402,101710,2047
3,20100,250402,101710,1913
