n,k,comparisons,swaps
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,113036,64542
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,97255,46744
27000,13500,89709,19399
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,130671,41165
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,78276,27195
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,20250,93503,49260
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,40830,26995
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,60317,26996
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,37248,26986
27000,27000,62672,26950
27000,27000,62672,26950
27000,27000,62672,26950
27000,27000,62672,26950
27000,27000,62672,26950
27100,1,41333,14253
27100,1,41333,14253
27100,1,41333,14253
27100,1,41333,14253
27100,1,41333,14253
27100,1,41333,14253
27100,1,41333,14253
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,78300,51182
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,100241,73069
27100,1,42218,15131
27100,1,42218,15131
27100,1,42218,15131
27100,1,42218,15131
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,45145,18573
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,79663,33581
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,6775,57243,33100
27100,13550,60956,22550
27100,13550,60956,22550
27100,13550,60956,22550
27100,13550,60956,22550
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,73017,43427
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,64014,34978
27100,13550,120739,78997
27100,13550,120739,78997
27100,13550,120739,78997
27100,13550,120739,78997
27100,13550,120739,78997
27100,13550,120739,78997
27100,13550,120739,78997
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,91146,62042
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,56702,34839
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,20325,65149,44504
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,64350,26384
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,32213,27086
27100,27100,43726,27084
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27100,27100,63974,27095
27200,1,75979,48791
27200,1,75979,48791
27200,1,75979,48791
27200,1,75979,48791
27200,1,75979,48791
27200,1,75979,48791
27200,1,75979,48791
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,63384,36113
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,27770,587
27200,1,82771,55570
27200,1,82771,55570
27200,1,82771,55570
27200,1,82771,55570
27200,1,82771,55570
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,138503,78478
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,85195,35554
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,6800,93602,40827
27200,13600,131255,55512
27200,13600,131255,55512
27200,13600,131255,55512
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,134799,68232
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,111801,67443
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,13600,64980,32824
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,61822,29205
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,51505,32983
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,112957,29280
27200,20400,45871,28261
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,46581,27180
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,42716,27195
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27200,27200,33483,27167
27300,1,59471,32163
27300,1,59471,32163
27300,1,59471,32163
27300,1,59471,32163
27300,1,59471,32163
27300,1,59471,32163
27300,1,59471,32163
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,90073,62702
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,51005,23625
27300,1,42605,15323
27300,1,42605,15323
27300,1,42605,15323
27300,1,42605,15323
27300,1,42605,15323
27300,1,42605,15323
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,84462,36638
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,65033,42515
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,6825,87307,37894
27300,13650,90728,39537
27300,13650,90728,39537
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,75960,31706
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,64504,26613
27300,13650,119291,80848
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,13650,57303,25085
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,75832,51949
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,93330,75333
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,20475,57805,39743
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,37600,27263
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,48921,27249
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,56483,27277
27300,27300,41338,27272
27300,27300,41338,27272
27300,27300,41338,27272
27300,27300,41338,27272
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,56955,29554
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,35689,8283
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,1,73618,46210
27400,6850,95261,56655
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,104036,66497
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,121277,67529
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,6850,79167,35488
27400,13700,80247,38122
27400,13700,80247,38122
27400,13700,80247,38122
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,72555,40443
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,82487,47839
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,13700,81362,27229
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,101120,44521
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,83348,61515
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,77435,59826
27400,20550,50126,29383
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,54284,27404
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,69503,27396
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27400,27400,44402,27346
27500,1,57047,29532
27500,1,57047,29532
27500,1,57047,29532
27500,1,57047,29532
27500,1,57047,29532
27500,1,57047,29532
27500,1,57047,29532
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,101039,73463
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,80687,53022
27500,1,74579,47076
27500,1,74579,47076
27500,1,74579,47076
27500,1,74579,47076
27500,6875,62649,41118
27500,6875,62649,41118
27500,6875,62649,41118
27500,6875,62649,41118
27500,6875,62649,41118
27500,6875,62649,41118
