n,k,comparisons,swaps
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3100,3100,6279,3074
3200,1,8069,4830
3200,1,8069,4830
3200,1,8069,4830
3200,1,8069,4830
3200,1,8069,4830
3200,1,8069,4830
3200,1,8069,4830
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,1,9683,6484
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,13335,8178
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,800,7155,3384
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,8050,2273
3200,1600,6351,2365
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,1600,8711,2993
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,9944,4031
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,2400,11395,6484
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4006,3194
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3200,3200,4719,3195
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5097,1805
3300,1,5589,2300
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,825,6232,2471
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,10073,4945
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,1650,8193,2843
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11253,3443
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,2475,11624,4449
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,8081,3298
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3300,3300,5695,3295
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,4689,1305
3400,1,5190,1799
3400,1,5190,1799
3400,1,5190,1799
3400,1,5190,1799
3400,1,5190,1799
3400,1,5190,1799
3400,1,5190,1799
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,850,8804,3101
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,1700,11189,5356
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,8545,3916
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,2550,6358,3721
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,6139,3387
3400,3400,8298,3336
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3400,3400,7420,3367
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,7658,4164
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,1,4644,1160
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,11392,6021
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,875,19528,13589
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,15848,10368
3500,1750,5487,1919
3500,1750,5487,1919
3500,1750,5487,1919
3500,1750,5487,1919
3500,1750,5487,1919
3500,1750,5487,1919
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,2625,12553,6101
3500,3500,7280,3500
3500,3500,7280,3500
3500,3500,7280,3500
3500,3500,5834,3442
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3500,3500,7536,3451
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,12234,8621
3600,1,10851,7245
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,1,5162,1571
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,6830,2139
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,900,13470,7088
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,9745,4638
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,1800,8551,4388
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,8553,3834
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
3600,2700,17277,9415
